buying price,maintenance cost,number of doors,number of persons,luggage boot,safety,decision
high,med,,2,big,low,unacceptable
high,med,4,2,big,med,unacceptable
high,med,4,2,big,high,unacceptable
high,med,4,4,small,low,unacceptable
high,med,4,4,small,med,unacceptable
high,med,4,4,small,high,
high,med,4,4,med,,
high,med,4,4,med,med,acceptable
high,med,4,4,med,high,acceptable
high,med,4,4,big,low,unacceptable
high,med,4,4,big,med,
high,med,4,4,big,high,acceptable
high,med,4,more,small,low,unacceptable
high,med,4,more,small,med,unacceptable
high,med,4,more,small,high,acceptable
high,med,,more,med,low,unacceptable
high,med,4,more,med,med,acceptable
high,med,,more,med,high,acceptable
high,med,,more,big,low,unacceptable
high,med,4,more,big,med,acceptable
high,med,4,more,big,high,acceptable
high,med,5more,2,small,low,unacceptable
high,med,,2,small,med,unacceptable
high,med,5more,2,small,high,unacceptable
high,med,5more,2,med,,unacceptable
high,med,5more,2,med,med,
high,med,5more,2,med,high,unacceptable
high,med,5more,2,big,low,unacceptable
high,med,5more,2,big,med,unacceptable
,med,5more,2,big,,unacceptable
high,med,5more,4,small,low,unacceptable
high,med,,4,small,med,unacceptable
high,med,5more,4,small,high,acceptable
high,med,5more,4,med,low,
high,med,5more,4,med,med,acceptable
high,med,5more,4,med,high,
high,med,5more,4,big,low,unacceptable
high,med,5more,4,big,,acceptable
high,med,5more,4,big,high,acceptable
high,med,5more,more,small,low,unacceptable
,med,,more,small,med,unacceptable
high,med,5more,more,small,,acceptable
high,med,,more,med,low,unacceptable
high,med,5more,more,med,med,acceptable
high,med,5more,more,med,high,
high,med,5more,more,big,low,unacceptable
high,med,5more,more,big,med,acceptable
high,med,5more,more,big,high,acceptable
high,low,2,2,small,low,unacceptable
high,low,2,2,small,med,unacceptable
high,low,2,2,small,high,
high,low,2,2,med,low,
high,low,,2,med,med,unacceptable
high,low,2,2,med,,unacceptable
high,low,2,2,big,low,unacceptable
high,low,2,2,big,,unacceptable
high,low,2,2,big,high,unacceptable
high,low,,4,small,low,unacceptable
high,low,2,4,small,med,unacceptable
high,low,2,4,small,high,acceptable
high,low,2,4,med,low,
,low,2,4,med,med,unacceptable
high,low,2,4,med,high,acceptable
high,low,2,4,big,low,unacceptable
high,low,2,4,big,med,acceptable
high,low,2,4,big,high,acceptable
high,low,2,more,small,,unacceptable
high,low,2,more,small,med,unacceptable
high,low,2,more,small,high,unacceptable
high,low,2,more,med,low,unacceptable
,low,2,more,med,med,unacceptable
high,low,2,more,med,,acceptable
high,low,2,more,big,low,unacceptable
high,low,2,more,big,,acceptable
high,low,,more,big,high,acceptable
,low,3,2,small,low,unacceptable
,low,,2,small,med,unacceptable
high,low,3,2,small,high,unacceptable
high,low,,2,med,low,unacceptable
high,low,3,2,med,med,unacceptable
high,low,3,2,med,high,unacceptable
high,low,3,2,big,low,unacceptable
high,low,3,2,big,med,unacceptable
high,low,3,2,big,high,unacceptable
high,low,,4,small,low,unacceptable
high,low,3,4,small,med,
high,low,3,4,small,high,acceptable
high,low,3,4,med,low,unacceptable
high,low,3,4,med,med,unacceptable
high,low,3,4,med,high,acceptable
high,low,,4,big,low,unacceptable
high,low,3,4,big,med,acceptable
high,low,3,4,big,high,acceptable
high,low,3,more,small,low,unacceptable
high,low,3,more,small,med,unacceptable
high,low,3,more,small,high,acceptable
high,low,3,more,med,,unacceptable
high,low,3,more,med,med,acceptable
high,low,3,more,med,high,
high,low,3,more,big,,unacceptable
high,low,3,more,big,med,acceptable
high,low,3,more,big,high,
high,low,4,2,small,,unacceptable
high,low,4,2,small,med,unacceptable
high,low,4,2,small,high,unacceptable
high,low,4,2,med,low,unacceptable
high,low,4,2,med,med,unacceptable
high,low,4,2,med,high,unacceptable
high,low,4,2,big,low,unacceptable
high,low,4,2,big,,unacceptable
high,low,4,2,big,high,unacceptable
,low,4,4,small,low,unacceptable
high,low,,4,small,med,unacceptable
high,low,4,4,small,high,acceptable
high,low,4,4,med,low,
high,low,4,4,med,med,acceptable
high,low,,4,med,high,acceptable
high,low,4,4,big,low,unacceptable
high,low,4,4,big,med,acceptable
high,low,4,4,big,high,acceptable
high,low,4,more,small,,unacceptable
high,low,4,more,small,med,unacceptable
high,low,4,more,small,high,acceptable
high,low,4,more,med,low,unacceptable
high,low,,more,med,med,acceptable
high,low,4,more,med,high,acceptable
high,low,,more,big,low,unacceptable
high,low,4,more,big,med,acceptable
high,low,4,more,big,high,
high,low,5more,2,small,low,unacceptable
high,low,5more,2,small,med,
high,low,5more,2,small,high,unacceptable
high,low,,2,med,low,unacceptable
high,low,,2,med,med,unacceptable
high,low,5more,2,med,high,unacceptable
high,low,5more,2,big,low,unacceptable
high,low,5more,2,big,med,unacceptable
high,low,5more,2,big,high,unacceptable
high,low,5more,4,small,low,unacceptable
high,low,5more,4,small,med,unacceptable
high,low,5more,4,small,high,acceptable
high,low,5more,4,med,,unacceptable
high,low,,4,med,,acceptable
,low,,4,med,high,acceptable
high,low,5more,4,big,low,unacceptable
high,low,5more,4,big,med,acceptable
high,low,5more,4,big,high,acceptable
high,low,5more,more,small,low,unacceptable
high,low,,more,small,,unacceptable
high,low,,more,small,high,acceptable
high,low,5more,more,med,low,unacceptable
high,low,,more,med,med,acceptable
high,low,5more,more,med,high,acceptable
,low,5more,more,big,,unacceptable
high,low,5more,more,big,med,acceptable
high,low,,more,big,,acceptable
med,vhigh,2,2,small,low,unacceptable
med,vhigh,2,2,small,med,unacceptable
med,vhigh,,2,small,high,unacceptable
med,vhigh,2,2,med,low,unacceptable
med,vhigh,2,2,med,,unacceptable
med,vhigh,2,2,med,high,unacceptable
med,vhigh,2,2,big,low,unacceptable
med,vhigh,,2,big,,unacceptable
med,vhigh,,2,big,high,unacceptable
med,vhigh,2,4,small,low,unacceptable
med,vhigh,2,4,small,med,unacceptable
med,vhigh,2,4,small,high,acceptable
med,vhigh,2,4,med,low,unacceptable
med,vhigh,2,4,med,med,
med,vhigh,2,4,med,high,acceptable
med,vhigh,2,4,big,low,unacceptable
med,vhigh,2,4,big,med,acceptable
,vhigh,2,4,big,high,acceptable
med,vhigh,2,more,small,low,unacceptable
med,vhigh,2,more,small,med,unacceptable
med,vhigh,2,more,small,high,unacceptable
med,vhigh,,more,med,low,unacceptable
med,vhigh,2,more,med,med,
med,vhigh,2,more,med,high,acceptable
med,vhigh,2,more,big,low,unacceptable
,vhigh,2,more,big,med,acceptable
med,vhigh,2,more,big,high,acceptable
med,vhigh,3,2,small,low,unacceptable
med,vhigh,3,2,small,med,unacceptable
med,vhigh,3,2,small,high,unacceptable
med,vhigh,3,2,med,low,unacceptable
med,vhigh,3,2,med,med,unacceptable
med,vhigh,3,2,med,high,unacceptable
med,vhigh,,2,big,low,unacceptable
med,vhigh,3,2,big,med,
med,vhigh,3,2,big,high,
med,vhigh,3,4,small,low,unacceptable
med,vhigh,3,4,small,,unacceptable
,vhigh,3,4,small,high,acceptable
med,vhigh,3,4,med,low,unacceptable
med,vhigh,3,4,med,med,unacceptable
med,vhigh,,4,med,high,acceptable
,vhigh,,4,big,low,unacceptable
med,vhigh,3,4,big,med,acceptable
med,vhigh,3,4,big,high,acceptable
med,vhigh,3,more,small,low,unacceptable
med,vhigh,3,more,small,med,unacceptable
med,vhigh,,more,small,high,acceptable
med,vhigh,3,more,med,low,
med,vhigh,3,more,med,med,acceptable
med,vhigh,3,more,med,high,acceptable
,vhigh,3,more,big,low,unacceptable
med,vhigh,,more,big,,acceptable
,vhigh,3,more,big,high,acceptable
med,vhigh,,2,small,low,unacceptable
med,vhigh,,2,small,,unacceptable
med,vhigh,4,2,small,,unacceptable
med,vhigh,4,2,med,low,unacceptable
med,vhigh,4,2,med,,unacceptable
med,vhigh,,2,med,high,unacceptable
med,vhigh,4,2,big,low,
med,vhigh,4,2,big,med,
med,vhigh,4,2,big,high,
,vhigh,4,4,small,low,unacceptable
med,vhigh,4,4,small,med,unacceptable
med,vhigh,4,4,small,high,acceptable
med,vhigh,4,4,med,low,unacceptable
med,vhigh,4,4,med,med,acceptable
med,vhigh,4,4,med,high,acceptable
med,vhigh,4,4,big,low,unacceptable
med,vhigh,4,4,big,med,acceptable
med,vhigh,4,4,big,high,acceptable
med,vhigh,4,more,small,low,unacceptable
,vhigh,4,more,small,med,unacceptable
med,vhigh,,more,small,high,acceptable
med,vhigh,4,more,med,low,unacceptable
med,vhigh,4,more,med,med,acceptable
,vhigh,4,more,med,high,acceptable
med,vhigh,4,more,big,low,
med,vhigh,4,more,big,med,acceptable
med,vhigh,4,more,big,high,acceptable
,vhigh,5more,2,small,,unacceptable
med,vhigh,5more,2,small,med,unacceptable
med,vhigh,,2,small,high,unacceptable
med,vhigh,5more,2,med,low,unacceptable
med,vhigh,5more,2,med,med,unacceptable
med,vhigh,,2,med,,unacceptable
med,vhigh,5more,2,big,low,unacceptable
med,vhigh,5more,2,big,med,unacceptable
med,vhigh,5more,2,big,high,unacceptable
med,vhigh,5more,4,small,,unacceptable
med,vhigh,5more,4,small,med,unacceptable
med,vhigh,,4,small,high,acceptable
med,vhigh,5more,4,med,low,unacceptable
med,vhigh,5more,4,med,med,acceptable
med,vhigh,,4,med,high,acceptable
med,vhigh,5more,4,big,low,unacceptable
med,vhigh,5more,4,big,med,acceptable
med,vhigh,5more,4,big,high,acceptable
med,vhigh,5more,more,small,low,
med,vhigh,5more,more,small,med,unacceptable
med,vhigh,5more,more,small,high,acceptable
med,vhigh,5more,more,med,low,unacceptable
med,vhigh,5more,more,med,,
,vhigh,,more,med,high,acceptable
med,vhigh,5more,more,big,low,unacceptable
med,vhigh,5more,more,big,med,acceptable
med,vhigh,5more,more,big,high,acceptable
med,high,2,2,small,low,unacceptable
,high,2,2,small,med,unacceptable
med,high,2,2,small,high,unacceptable
med,high,2,2,med,low,
med,high,2,2,med,med,unacceptable
med,high,2,2,med,high,unacceptable
med,high,2,2,big,low,unacceptable
med,high,2,2,big,med,unacceptable
med,high,2,2,big,high,unacceptable
med,high,2,4,small,low,unacceptable
med,high,2,4,small,med,unacceptable
med,high,2,4,small,high,acceptable
med,high,2,4,med,low,unacceptable
med,high,2,4,med,med,unacceptable
med,high,2,4,med,high,acceptable
med,high,2,4,big,,unacceptable
med,high,2,4,big,med,acceptable
med,high,2,4,big,high,acceptable
med,high,2,more,small,low,unacceptable
med,high,,more,small,med,unacceptable
med,high,2,more,small,high,unacceptable
med,high,2,more,med,low,unacceptable
med,high,2,more,med,med,
med,high,2,more,med,high,acceptable
,high,2,more,big,low,unacceptable
med,high,2,more,big,med,acceptable
med,high,2,more,big,high,acceptable
med,high,3,2,small,low,
med,high,,2,small,med,unacceptable
med,high,3,2,small,high,unacceptable
med,high,3,2,med,,unacceptable
,high,3,2,med,med,unacceptable
med,high,3,2,med,high,unacceptable
med,high,,2,big,,unacceptable
med,high,3,2,big,med,unacceptable
med,high,3,2,big,,unacceptable
med,high,3,4,small,low,unacceptable
med,high,,4,small,med,unacceptable
med,high,3,4,small,high,acceptable
med,high,,4,med,low,
med,high,3,4,med,,
med,high,3,4,med,high,
med,high,3,4,big,low,unacceptable
med,high,3,4,big,med,acceptable
med,high,3,4,big,,acceptable
med,high,3,more,small,low,unacceptable
med,high,3,more,small,med,unacceptable
med,high,3,more,small,high,acceptable
med,high,,more,med,low,unacceptable
,high,3,more,med,med,acceptable
med,high,3,more,med,high,acceptable
med,high,3,more,big,low,unacceptable
med,high,3,more,big,med,acceptable
med,high,3,more,big,high,acceptable
med,high,4,2,small,low,unacceptable
med,high,4,2,small,med,unacceptable
med,high,4,2,small,high,unacceptable
med,high,4,2,med,,unacceptable
med,high,4,2,med,med,unacceptable
med,high,4,2,med,,unacceptable
,high,4,2,big,low,unacceptable
med,high,4,2,big,,unacceptable
med,high,4,2,big,,unacceptable
,high,4,4,small,low,unacceptable
med,high,4,4,small,med,unacceptable
,high,4,4,small,high,acceptable
med,high,4,4,med,low,unacceptable
med,high,4,4,med,med,acceptable
med,high,4,4,med,high,acceptable
med,high,4,4,big,,unacceptable
med,high,4,4,big,,acceptable
,high,,4,big,,acceptable
med,high,4,more,small,low,unacceptable
,high,4,more,small,,unacceptable
med,high,4,more,small,high,acceptable
med,high,,more,med,,unacceptable
med,high,4,more,med,med,acceptable
med,high,4,more,med,high,acceptable
med,high,4,more,big,,unacceptable
med,high,4,more,big,med,acceptable
,high,4,more,big,high,acceptable
med,high,5more,2,small,low,unacceptable
med,high,5more,2,small,med,unacceptable
med,high,5more,2,small,,unacceptable
med,high,,2,med,low,unacceptable
,high,5more,2,med,med,unacceptable
med,high,5more,2,med,high,unacceptable
med,high,5more,2,big,low,unacceptable
med,high,5more,2,big,,unacceptable
med,high,5more,2,big,high,unacceptable
med,high,5more,4,small,low,unacceptable
med,high,5more,4,small,med,unacceptable
med,high,,4,small,,acceptable
med,high,5more,4,med,low,unacceptable
med,high,5more,4,med,med,acceptable
med,high,5more,4,med,,acceptable
med,high,5more,4,big,low,unacceptable
med,high,5more,4,big,,acceptable
med,high,5more,4,big,high,acceptable
med,high,5more,more,small,,unacceptable
med,high,5more,more,small,med,unacceptable
med,high,,more,small,high,acceptable
med,high,5more,more,med,low,unacceptable
med,high,5more,more,med,med,acceptable
med,high,5more,more,med,high,acceptable
med,high,5more,more,big,low,unacceptable
med,high,5more,more,big,med,acceptable
,high,,more,big,high,acceptable
,med,2,2,small,low,
med,med,2,2,small,med,unacceptable
med,med,2,2,small,high,
med,med,,2,med,low,unacceptable
med,med,2,2,med,med,
med,med,2,2,med,high,unacceptable
med,med,2,2,big,low,unacceptable
med,med,2,2,big,med,unacceptable
med,med,2,2,big,high,
med,med,,4,small,low,unacceptable
med,med,2,4,small,med,acceptable
med,med,2,4,small,high,acceptable
med,med,,4,med,low,unacceptable
med,med,,4,med,med,acceptable
,med,2,4,med,high,acceptable
med,med,2,4,big,low,unacceptable
med,med,2,4,big,med,acceptable
med,med,,4,big,high,vgood
med,med,2,more,small,low,unacceptable
med,med,2,more,small,med,unacceptable
med,med,,more,small,high,unacceptable
med,med,2,more,med,low,unacceptable
med,med,2,more,med,med,acceptable
med,med,2,more,med,high,
med,med,2,more,big,low,unacceptable
med,med,2,more,big,med,acceptable
med,med,,more,big,high,vgood
med,med,,2,small,,
med,med,3,2,small,med,unacceptable
,med,3,2,small,high,unacceptable
med,med,3,2,med,low,unacceptable
med,med,3,2,med,med,unacceptable
med,med,,2,med,high,unacceptable
med,med,,2,big,low,unacceptable
med,med,3,2,big,med,unacceptable
med,med,3,2,big,high,unacceptable
,med,3,4,small,low,unacceptable
med,med,3,4,small,med,acceptable
med,med,3,4,small,high,acceptable
med,med,,4,med,low,unacceptable
med,med,3,4,med,med,acceptable
med,med,3,4,med,high,acceptable
med,med,3,4,big,low,unacceptable
med,med,3,4,big,med,acceptable
med,med,3,4,big,high,vgood
med,med,3,more,small,low,unacceptable
med,med,,more,small,med,acceptable
,med,3,more,small,high,
med,med,3,more,med,low,
med,med,3,more,med,med,acceptable
med,med,3,more,med,high,vgood
,med,3,more,big,low,unacceptable
med,med,3,more,big,med,acceptable
med,med,3,more,big,high,vgood
med,med,4,2,small,low,unacceptable
med,med,4,2,small,med,unacceptable
med,med,4,2,small,high,unacceptable
med,med,4,2,med,low,unacceptable
med,med,4,2,med,med,unacceptable
,med,4,2,med,high,unacceptable
med,med,,2,big,,unacceptable
med,med,4,2,big,,unacceptable
med,med,4,2,big,high,unacceptable
med,med,4,4,small,low,unacceptable
med,med,4,4,small,med,
med,med,4,4,small,high,acceptable
med,med,4,4,med,,unacceptable
,med,4,4,med,med,acceptable
med,med,4,4,med,high,vgood
med,med,4,4,big,low,unacceptable
med,med,4,4,big,med,acceptable
,med,4,4,big,high,vgood
med,med,4,more,small,low,unacceptable
med,med,,more,small,med,acceptable
med,med,,more,small,high,acceptable
med,med,4,more,med,low,unacceptable
med,med,4,more,med,med,acceptable
med,med,4,more,med,high,vgood
med,med,4,more,big,low,unacceptable
med,med,4,more,big,,acceptable
med,med,4,more,big,high,vgood
med,med,5more,2,small,low,unacceptable
med,med,5more,2,small,med,
med,med,5more,2,small,high,unacceptable
med,med,5more,2,med,low,unacceptable
med,med,5more,2,med,med,unacceptable
med,med,5more,2,med,high,unacceptable
med,med,5more,2,big,low,unacceptable
med,med,5more,2,big,,unacceptable
med,med,5more,2,big,high,unacceptable
med,med,5more,4,small,low,unacceptable
,med,5more,4,small,med,acceptable
med,med,5more,4,small,high,acceptable
med,med,5more,4,med,low,unacceptable
med,med,5more,4,med,,acceptable
med,med,5more,4,med,high,vgood
med,med,5more,4,big,low,unacceptable
med,med,5more,4,big,med,
med,med,,4,big,high,vgood
med,med,5more,more,small,low,unacceptable
med,med,5more,more,small,med,acceptable
med,med,,more,small,high,acceptable
med,med,5more,more,med,low,unacceptable
med,med,5more,more,med,med,acceptable
med,med,5more,more,med,high,vgood
med,med,5more,more,big,,unacceptable
med,med,5more,more,big,med,acceptable
med,med,5more,more,big,high,vgood
med,low,2,2,small,low,unacceptable
med,low,2,2,small,med,unacceptable
med,low,2,2,small,high,unacceptable
med,low,2,2,med,low,unacceptable
med,low,2,2,med,med,unacceptable
med,low,2,2,med,,unacceptable
med,low,2,2,big,low,
med,low,,2,big,med,unacceptable
med,low,2,2,big,high,unacceptable
med,low,2,4,small,low,unacceptable
med,low,2,4,small,med,acceptable
med,low,,4,small,high,good
med,low,2,4,med,low,
med,low,2,4,med,med,acceptable
med,low,,4,med,high,
med,low,,4,big,low,unacceptable
med,low,2,4,big,med,good
med,low,2,4,big,high,vgood
med,low,2,more,small,low,unacceptable
med,low,2,more,small,med,unacceptable
med,low,2,more,small,high,unacceptable
med,low,2,more,med,low,unacceptable
med,low,2,more,med,med,acceptable
,low,2,more,med,high,good
med,low,2,more,big,low,unacceptable
med,low,2,more,big,med,good
med,low,2,more,big,high,vgood
med,low,3,2,small,low,unacceptable
med,low,3,2,small,med,
med,low,3,2,small,high,unacceptable
med,low,3,2,med,low,
med,low,,2,med,med,unacceptable
,low,3,2,med,high,unacceptable
med,low,3,2,big,low,
med,low,3,2,big,med,unacceptable
med,low,3,2,big,high,unacceptable
med,low,3,4,small,low,unacceptable
,low,3,4,small,med,acceptable
med,low,3,4,small,high,good
med,low,,4,med,low,
med,low,3,4,med,med,acceptable
med,low,3,4,med,high,good
med,low,,4,big,low,unacceptable
med,low,3,4,big,med,good
med,low,3,4,big,,vgood
med,low,3,more,small,,unacceptable
med,low,,more,small,,acceptable
med,low,3,more,small,high,good
med,low,3,more,med,low,unacceptable
med,low,3,more,med,med,good
med,low,3,more,med,high,vgood
med,low,3,more,big,low,unacceptable
,low,3,more,big,,good
med,low,3,more,big,high,vgood
med,low,4,2,small,low,unacceptable
med,low,,2,small,med,unacceptable
med,low,4,2,small,high,unacceptable
med,low,4,2,med,low,
med,low,,2,med,med,
med,low,4,2,med,high,unacceptable
med,low,4,2,big,low,unacceptable
med,low,4,2,big,med,unacceptable
med,low,4,2,big,high,unacceptable
,low,4,4,small,low,unacceptable
med,low,4,4,small,med,
med,low,4,4,small,high,good
med,low,4,4,med,low,unacceptable
med,low,4,4,med,,
med,low,4,4,med,,vgood
,low,4,4,big,,
med,low,4,4,big,med,
med,low,4,4,big,high,vgood
med,low,4,more,small,,unacceptable
med,low,,more,small,med,acceptable
med,low,4,more,small,high,good
med,low,,more,med,low,unacceptable
med,low,4,more,med,med,good
med,low,4,more,med,,vgood
med,low,4,more,big,low,unacceptable
med,low,4,more,big,med,
med,low,,more,big,high,vgood
med,low,5more,2,small,low,unacceptable
med,low,5more,2,small,med,
med,low,5more,2,small,high,unacceptable
med,low,,2,med,low,unacceptable
med,low,5more,2,med,med,unacceptable
med,low,5more,2,med,high,unacceptable
med,low,5more,2,big,low,unacceptable
med,low,5more,2,big,med,unacceptable
med,low,5more,2,big,high,unacceptable
med,low,,4,small,low,unacceptable
med,low,5more,4,small,med,acceptable
,low,5more,4,small,high,good
med,low,5more,4,med,low,unacceptable
med,low,5more,4,med,med,good
med,low,5more,4,med,high,
med,low,5more,4,big,low,unacceptable
med,low,5more,4,big,med,good
med,low,5more,4,big,high,vgood
med,low,5more,more,small,,unacceptable
med,low,5more,more,small,med,acceptable
med,low,5more,more,small,,good
med,low,5more,more,med,low,unacceptable
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,
med,low,,more,big,med,good
med,low,5more,more,big,high,vgood
low,vhigh,2,2,small,low,unacceptable
low,vhigh,,2,small,med,unacceptable
,vhigh,2,2,small,,unacceptable
,vhigh,2,2,med,low,unacceptable
low,vhigh,2,2,med,med,unacceptable
low,vhigh,2,2,med,high,unacceptable
low,vhigh,2,2,big,low,unacceptable
low,vhigh,,2,big,med,unacceptable
low,vhigh,2,2,big,high,unacceptable
low,vhigh,,4,small,low,unacceptable
low,vhigh,2,4,small,med,unacceptable
low,vhigh,2,4,small,,
low,vhigh,2,4,med,low,
low,vhigh,2,4,med,med,unacceptable
low,vhigh,2,4,med,,
low,vhigh,,4,big,,unacceptable
low,vhigh,,4,big,med,
low,vhigh,2,4,big,high,acceptable
low,vhigh,2,more,small,low,unacceptable
low,vhigh,2,more,small,med,unacceptable
low,vhigh,,more,small,high,unacceptable
low,vhigh,2,more,med,low,unacceptable
low,vhigh,2,more,med,med,unacceptable
low,vhigh,2,more,med,high,acceptable
low,vhigh,2,more,big,low,unacceptable
low,vhigh,,more,big,,acceptable
low,vhigh,2,more,big,high,acceptable
low,vhigh,3,2,small,low,unacceptable
low,vhigh,3,2,small,med,
low,vhigh,3,2,small,high,unacceptable
low,vhigh,3,2,med,low,unacceptable
low,vhigh,3,2,med,med,unacceptable
low,vhigh,3,2,med,high,unacceptable
low,vhigh,3,2,big,low,unacceptable
low,vhigh,3,2,big,med,unacceptable
low,vhigh,3,2,big,high,unacceptable
low,vhigh,3,4,small,low,
,vhigh,3,4,small,med,unacceptable
low,vhigh,3,4,small,high,
low,vhigh,3,4,med,low,unacceptable
,vhigh,3,4,med,med,unacceptable
low,vhigh,3,4,med,high,acceptable
low,vhigh,3,4,big,low,unacceptable
low,vhigh,3,4,big,med,acceptable
,vhigh,3,4,big,high,acceptable
low,vhigh,3,more,small,low,unacceptable
low,vhigh,3,more,small,med,unacceptable
,vhigh,3,more,small,high,acceptable
low,vhigh,3,more,med,low,unacceptable
,vhigh,3,more,med,,
low,vhigh,3,more,med,high,acceptable
low,vhigh,,more,big,low,unacceptable
low,vhigh,,more,big,med,acceptable
low,vhigh,,more,big,high,acceptable
low,vhigh,4,2,small,low,unacceptable
low,vhigh,,2,small,med,unacceptable
low,vhigh,4,2,small,high,
low,vhigh,,2,med,low,unacceptable
,vhigh,4,2,med,med,unacceptable
low,vhigh,4,2,med,high,unacceptable
,vhigh,4,2,big,low,unacceptable
low,vhigh,4,2,big,med,unacceptable
low,vhigh,4,2,big,high,unacceptable
low,vhigh,,4,small,low,unacceptable
low,vhigh,4,4,small,med,unacceptable
low,vhigh,4,4,small,high,acceptable
low,vhigh,4,4,med,low,unacceptable
low,vhigh,4,4,med,med,acceptable
,vhigh,4,4,med,high,acceptable
,vhigh,4,4,big,,unacceptable
low,vhigh,,4,big,med,acceptable
low,vhigh,4,4,big,high,acceptable
low,vhigh,4,more,small,low,unacceptable
low,vhigh,4,more,small,med,unacceptable
low,vhigh,4,more,small,high,acceptable
low,vhigh,4,more,med,low,unacceptable
,vhigh,4,more,med,med,
low,vhigh,4,more,med,high,acceptable
low,vhigh,4,more,big,low,unacceptable
,vhigh,4,more,big,med,acceptable
low,vhigh,4,more,big,high,acceptable
low,vhigh,5more,2,small,low,unacceptable
low,vhigh,5more,2,small,med,
low,vhigh,5more,2,small,high,
low,vhigh,5more,2,med,low,unacceptable
low,vhigh,5more,2,med,med,
low,vhigh,,2,med,,unacceptable
low,vhigh,,2,big,,unacceptable
low,vhigh,5more,2,big,med,unacceptable
low,vhigh,5more,2,big,high,unacceptable
low,vhigh,5more,4,small,low,unacceptable
,vhigh,5more,4,small,med,unacceptable
low,vhigh,5more,4,small,,acceptable
low,vhigh,,4,med,low,unacceptable
low,vhigh,5more,4,med,,acceptable
low,vhigh,5more,4,med,,acceptable
low,vhigh,5more,4,big,low,unacceptable
low,vhigh,5more,4,big,med,acceptable
low,vhigh,5more,4,big,,acceptable
low,vhigh,,more,small,low,unacceptable
low,vhigh,5more,more,small,med,unacceptable
low,vhigh,5more,more,small,high,acceptable
low,vhigh,5more,more,med,low,unacceptable
low,vhigh,5more,more,med,med,acceptable
low,vhigh,5more,more,med,high,acceptable
low,vhigh,5more,more,big,low,unacceptable
low,vhigh,5more,more,big,med,acceptable
low,vhigh,5more,more,big,high,acceptable
low,high,2,2,small,low,unacceptable
low,high,2,2,small,,unacceptable
low,high,2,2,small,high,unacceptable
low,high,2,2,med,low,unacceptable
low,high,2,2,med,med,unacceptable
low,high,2,2,med,high,unacceptable
low,high,,2,big,low,
low,high,2,2,big,med,unacceptable
low,high,2,2,big,high,unacceptable
low,high,2,4,small,low,
low,high,2,4,small,med,acceptable
low,high,2,4,small,high,
low,high,2,4,med,low,unacceptable
low,high,2,4,med,med,acceptable
low,high,2,4,med,high,acceptable
low,high,2,4,big,low,unacceptable
low,high,2,4,big,med,acceptable
low,high,2,4,big,high,vgood
low,high,2,more,small,low,unacceptable
low,high,2,more,small,med,unacceptable
low,high,2,more,small,high,unacceptable
low,high,2,more,med,low,
low,high,2,more,med,med,acceptable
low,high,2,more,med,high,acceptable
low,high,2,more,big,low,unacceptable
low,high,2,more,big,med,acceptable
low,high,2,more,big,high,vgood
low,high,3,2,small,low,unacceptable
low,high,3,2,small,med,unacceptable
low,high,3,2,small,high,unacceptable
low,high,3,2,med,low,
low,high,3,2,med,med,
low,high,3,2,med,high,unacceptable
low,high,3,2,big,low,unacceptable
low,high,,2,big,med,unacceptable
low,high,3,2,big,high,unacceptable
low,high,3,4,small,low,unacceptable
low,high,3,4,small,med,acceptable
low,high,3,4,small,high,acceptable
low,high,3,4,med,low,unacceptable
low,high,3,4,med,med,acceptable
,high,,4,med,high,acceptable
low,high,3,4,big,low,unacceptable
low,high,,4,big,med,acceptable
low,high,3,4,big,high,vgood
low,high,3,more,small,low,unacceptable
low,high,3,more,small,med,acceptable
low,high,3,more,small,high,acceptable
low,high,3,more,med,low,
low,high,,more,med,med,acceptable
low,high,3,more,med,high,vgood
low,high,3,more,big,low,unacceptable
low,high,3,more,big,med,acceptable
low,high,3,more,big,high,vgood
,high,4,2,small,low,unacceptable
low,high,,2,small,med,unacceptable
low,high,4,2,small,high,unacceptable
low,high,4,2,med,low,unacceptable
low,high,4,2,med,med,unacceptable
low,high,4,2,med,,unacceptable
low,high,4,2,big,low,unacceptable
low,high,4,2,big,med,unacceptable
low,high,,2,big,high,unacceptable
low,high,4,4,small,low,
,high,4,4,small,med,acceptable
low,high,4,4,small,,acceptable
low,high,4,4,med,,unacceptable
low,high,4,4,med,med,acceptable
low,high,,4,med,high,vgood
low,high,4,4,big,low,unacceptable
low,high,4,4,big,med,acceptable
low,high,4,4,big,high,vgood
low,high,4,more,small,low,unacceptable
low,high,4,more,small,med,acceptable
low,high,,more,small,high,acceptable
low,high,4,more,med,low,unacceptable
low,high,4,more,med,med,acceptable
,high,4,more,med,high,vgood
low,high,4,more,big,low,unacceptable
low,high,4,more,big,med,acceptable
low,high,4,more,big,high,vgood
low,high,5more,2,small,low,unacceptable
low,high,,2,small,med,unacceptable
low,high,,2,small,high,unacceptable
low,high,5more,2,med,low,unacceptable
low,high,5more,2,med,med,unacceptable
low,high,5more,2,med,high,unacceptable
low,high,,2,big,,unacceptable
low,high,5more,2,big,med,unacceptable
low,high,5more,2,big,high,unacceptable
low,high,,4,small,low,unacceptable
,high,5more,4,small,med,acceptable
